date,ASML,NVDA,INTC,AMD,ARM,AMZN,AAPL,NET,MSFT,JPM,SPY,GS,MS,UBS,LMT,RTX,GE,BA,GD,PEP,KO,BATS.LON,SHEL.LON,USDEUR,ASML_USD_EUR,NVDA_USD_EUR,INTC_USD_EUR,AMD_USD_EUR,ARM_USD_EUR,AMZN_USD_EUR,AAPL_USD_EUR,NET_USD_EUR,MSFT_USD_EUR,JPM_USD_EUR,SPY_USD_EUR,GS_USD_EUR,MS_USD_EUR,UBS_USD_EUR,LMT_USD_EUR,RTX_USD_EUR,GE_USD_EUR,BA_USD_EUR,GD_USD_EUR,PEP_USD_EUR,KO_USD_EUR,GBPEUR,BATS.LON_GBP_EUR,SHEL.LON_GBP_EUR
2021-09-29,716.028313474984,20.4764341875672,49.2475370569712,100.35,,165.056,139.706545270867,112.34,274.27161560116,148.434159808825,410.654530855765,347.66338823816,86.3775245324168,14.4206041379174,314.436461204052,78.9785456180044,64.9374462228887,225.36,181.029916724354,134.811585185034,46.9676340165182,19.559592,13.840285,0.8619,617.1448033840887,17.64863862626417,42.44645218940347,86.491665,,142.2617664,120.41307136896026,96.825846,236.39470548663982,127.93540233922627,353.9431401445839,299.6510743224701,74.44878839449004,12.429118706471007,271.0127859117724,68.07160846815799,55.969584899507765,194.237784,156.0296852247207,116.19410527098081,40.48140375883703,1.1571,22.6324039032,16.0145937735
2021-09-28,744.414873435914,20.6580743407152,49.7170873261627,101.52,,165.798,138.806664141908,113.08,273.808057940989,148.55043845164,409.964514035591,351.827508427767,88.5380472454828,14.2597795564536,316.106082996965,78.8423600582539,64.6013943276818,218.41,179.852797955392,133.705121091264,46.6838416659652,19.302276,13.761495,0.8556,636.9213657117681,17.675048405915923,42.537939916264804,86.860512,,141.8567688,118.76298183981648,96.751248,234.2701743743102,127.09975513922318,350.76563820885167,301.02361621079746,75.75315322323509,12.2006673885017,270.46036461220325,67.45752326584204,55.27295298676455,186.871596,153.8820539306334,114.39810160568548,39.94269492939982,1.1584,22.3597565184,15.941315808
2021-09-27,797.027811797112,21.6171742702494,50.3247406157047,108.16,,170.29,142.190999692123,122.81,284.093243526032,149.355444440359,418.395952441008,361.140323862658,91.1931474470819,14.4206041379174,317.192234808484,79.296311924089,64.3692130182662,224.16,180.455044767419,135.183357120541,47.5440872285789,19.109289,13.391012,0.8541,680.7414540559133,18.463228544220012,42.98236095987338,92.37945599999999,,145.44468899999998,121.44533283704224,104.892021,242.6440392955839,127.56448509651062,357.3519829798649,308.4499506110962,77.88806723455265,12.31663799419525,270.9138877499262,67.72698001436441,54.97774483890115,191.45505599999998,154.12665373585256,115.46010531665405,40.607404901929236,1.17029,22.363409823810002,15.67136743348
2021-09-24,829.00205126907,22.0373418772565,49.9196384226767,105.8,,171.276,143.707103768086,130.36,289.095803275377,145.831307111966,419.596392662407,353.046936249018,89.2929286753492,14.1793672657217,313.745273687631,79.1328892523884,63.4221576772285,221.39,180.144796409708,136.493410607566,47.7924055353128,18.9985,12.817687000000001,0.8534,707.4703505530243,18.806667558050698,42.6014194299123,90.28972,,146.16693840000002,122.6396423556846,111.24922400000001,246.71435851520675,124.4524374893518,358.08356149809816,301.290255394912,76.20258533154302,12.100672024566899,267.75021656502435,67.53200768798825,54.124469361746804,188.934226,153.7355692560448,116.48347661249683,40.78603888383595,1.16658,22.163270129999997,14.95285730046
2021-09-23,839.459755375685,22.4375490278738,49.7447079302328,106.15,,170.8,143.619071918514,135.67,289.298609751702,144.167628068613,418.906375842233,353.959248915288,89.8482437501935,14.1078896739601,308.969796301449,78.7606487224035,62.8604674090051,221.1,179.533424645984,136.431448618315,47.9254331996345,19.087846,12.772424,0.8514,714.7160357268582,19.103329242331753,42.35264433180021,90.37611000000001,,145.41912000000002,122.27727783142284,115.50943799999999,246.30883634259908,122.74431853761712,356.6568883920772,301.36090452647625,76.49679472891475,12.01145726840963,263.0568845710537,67.05681632225435,53.519401952026946,188.24454,152.8547577435908,116.15773535363338,40.80371382616881,1.16795,22.2936497357,14.917552610800001
2021-09-22,825.109037331571,21.8976186825273,49.2567439249945,104.38,,169.0025,142.66050288984,136.97,288.352179528853,139.453870779113,413.877760111648,348.187290561364,87.462124287972,13.9470650924963,306.75261037215,77.4169511995314,60.1619119899317,216.98,176.795939136769,136.325228065313,48.0052497982275,19.248668,12.722131999999998,0.855,705.4682269184932,18.72246397356084,42.1145160558703,89.2449,,144.4971375,121.97472997081319,117.10934999999999,246.54111349716933,119.23305951614162,353.865484895459,297.70013342996623,74.78011626621606,11.924740654084337,262.27348186818824,66.19149327559934,51.438434751391604,185.5179,151.16052796193748,116.55806999584263,41.044488577484515,1.16422,22.40968425896,14.811360517039999
2021-09-21,815.557794803541,21.2039928229787,48.6767112395226,102.82,,167.1815,140.293424268014,130.4,284.701662955007,136.833129060283,409.87944346872,339.488705436436,85.2929247768616,13.6432853275092,301.653980380889,75.4558791391234,59.1117954015139,208.51,174.459951502239,135.909197566055,47.9343017105893,19.055681,12.480732,0.8526,695.344575849499,18.07852428087164,41.50176400281697,87.664332,,142.5389469,119.61417353090874,111.17904000000001,242.73663783543898,116.66392583679729,349.4632135014307,289.44807025510534,72.7207476647522,11.632265070234345,257.19018367274595,64.3336825540166,50.39871675933075,177.775626,148.74455465080896,115.8761818448185,40.86878563844844,1.16459,22.19205553579,14.53493567988
2021-09-20,802.208955346284,21.0712557879859,48.7779867877796,101.55,,167.7865,139.814139753677,127.19,284.218790392329,136.815240038312,410.266987162243,341.557216333226,85.5792591123282,13.7505017151517,303.817307542674,75.7645664078914,60.9372887732401,209.5,176.503940682453,135.971159555306,47.9431702215441,18.880563,12.043194000000002,0.8529,684.2040180148456,17.971674061573175,41.60274493129722,86.611995,,143.10510585,119.24747979591112,108.480351,242.41020632561742,116.6897182286763,349.91671335067707,291.31414981060846,72.99055009690473,11.727802912852884,259.1257816031466,64.61959868929057,51.97341359469648,178.68255,150.54021100806415,115.96980198472049,40.89072988195496,1.16462,21.98868128106,14.025744596280001
2021-09-17,820.443145627069,21.856699746928,49.9564658947701,103.88,,173.126,142.865910538842,131.41,289.597990740563,141.037049223594,417.223869075233,353.597936968251,88.286420102194,14.6439716121726,306.079375778234,75.7100921839911,61.3402404874004,213.36,178.04605751931,136.431448618315,48.2801736378257,18.9985,12.204127000000002,0.8524,699.3457373325136,18.630650864281428,42.582891528702035,88.547312,,147.57260240000002,121.77890214330893,112.013884,246.85332730725588,120.21998075819154,355.6416259997286,301.40688147173717,75.25534449511017,12.482521402215925,260.90205991336666,64.535282577634,52.286420991460105,181.86806400000003,151.76645942945987,116.29416680225171,41.154020008882625,1.17103,22.247813455,14.291398840810002
2021-09-16,846.644656098569,22.1980235511951,50.4812573721019,106.22,,174.412,145.536209975861,133.49,294.764727161218,141.403774174011,421.314705123776,358.31305787709,88.9111495613938,14.9566860761299,306.546151763349,76.2820715349434,61.8714041106117,213.36,177.827058678573,137.697243541589,49.0872081347108,19.037812,12.272859,0.8494,719.1399708901246,18.85500120438512,42.878780011863356,90.223268,,148.14555280000002,123.61845675349633,113.38640600000001,250.37315925073858,120.10836578340495,357.86471053213535,304.35111136080025,75.5211304374479,12.704209153064738,260.3803013077886,64.79399156178093,52.55357065155358,181.22798400000002,151.0463036415799,116.96003866422569,41.694674589623354,1.17148,22.30241600176,14.377408861320001
2021-09-15,848.572079665664,22.2968278103251,50.7482565447794,105.6,,173.7895,145.77096157472,128.55,294.378429111076,141.466385750911,421.983653042102,363.073342779309,89.405727049927,14.9298819792193,309.750748430392,77.0537897068633,62.3720410888108,214.22,181.11204128963,138.104422328096,49.5572392153141,19.080697999999998,12.373443,0.846,717.8919793971517,18.863116327535035,42.93302503688337,89.3376,,147.025917,123.3222334922131,108.75330000000001,249.0441510279703,119.6805623452707,356.9981704736183,307.16004799129536,75.63724508423823,12.630680154419528,262.0491331721116,65.18750609200634,52.76674676113394,181.23012,153.220786931027,116.83634128956922,41.925424376155725,1.17092,22.341970902159996,14.48831187756
2021-09-14,847.369825361436,22.1980235511951,50.1958444633776,105.73,,172.5,144.88086176238,126.76,289.520731130534,140.491434053462,418.488164623806,364.645049748922,88.425248870905,14.8047961936364,309.09546675898,75.1199547584054,61.2852925263785,211.57,179.451300080707,137.334323318832,49.3887375071733,19.005647,12.153835999999998,0.8468,717.552768116064,18.79728634315201,42.50584109158815,89.53216400000001,,146.073,122.68511374038337,107.340368,245.16615512133617,118.96814635647162,354.3757778034389,308.7814281273872,74.87850074388236,12.536701416771304,261.7420412515043,63.61157768941769,51.89638571133731,179.157476,151.9593609083427,116.29470498638693,41.82238292107435,1.16926,22.22254281122,14.210994281359998
2021-09-13,831.311142869253,22.1082014974406,50.6285672604757,104.8,,172.8585,146.279590038914,124.7,286.816644779537,142.986952618492,420.758818825448,369.676318611419,90.585771583971,14.9477513771597,310.863829625668,75.9370681169087,63.7762667593694,214.48,181.969786749184,137.874277796592,49.3535289970987,19.002073,12.172276,0.8464,703.6217513245358,18.712381747433724,42.85201932926663,88.70272,,146.3074344,123.81104500893682,105.54608,242.76160814140013,121.02415669629164,356.1302642538592,312.89403607270503,76.67179706867306,12.65177676562797,263.1151453951654,64.27313445415153,53.98023218513026,181.535872,154.01922750450936,116.69678872703547,41.77282694314434,1.17125,22.256178001249996,14.256778265
2021-09-10,819.508058946003,22.4335569365958,49.5697774377889,105.2,,173.4575,145.712273675005,127.48,285.580491019081,140.75082487205,419.68473343546,364.455360976727,89.9089813365046,14.7779920967257,310.477841791822,75.3560097286397,62.274355824772,210.3,183.959026219214,137.608726414087,48.9486311312405,18.98063,11.892319,0.8463,693.5496702860023,18.985519235441025,41.95090264560075,89.03076000000001,,146.79708225000002,123.31629721115675,107.88632400000002,241.6867695494483,119.11742308921592,355.1791899064298,308.43857199460405,76.08997090508385,12.506614711458962,262.757397508419,63.773791033347784,52.70278733450455,177.97689000000003,155.68452388932081,116.45826516424182,41.42522652636883,1.17054,22.2175866402,13.92043508226
2021-09-09,814.384165601795,22.133152067928,49.1646752447609,106.15,,174.208,150.700745150756,127.99,287.067738512129,142.387670382445,423.020051225424,365.448968831081,90.0998708934823,14.7511879998151,313.21566247375,75.9552261915421,63.0619432660853,213.94,185.975640544335,137.847722658341,49.1686843192069,19.034238000000002,11.883937000000001,0.8453,688.3989351831973,18.709153443019538,41.55889998439639,89.72859500000001,,147.25802240000002,127.38733987593406,108.189947,242.65835936430264,120.36029777428077,357.57884930085095,308.9140133529128,76.1614208662606,12.469179216243704,264.7611994890609,64.20495269971053,53.30626064282191,180.84348200000002,157.20520895212638,116.52267996309567,41.5622888550256,1.16955,22.261493052900004,13.898858518350002
2021-09-08,818.668389273209,22.2948317646861,49.3211920011581,106.17,,176.275,151.718002079144,128.18,289.926344083184,141.770499124427,424.838458947071,365.82834637547,89.8655973462823,14.8226655915768,315.486707170561,75.2379822435225,62.6284649069128,211.38,186.51401269448,138.724042220608,49.6616034602516,19.463098,12.021401000000001,0.846,692.5934573251348,18.861427672924442,41.72572843297976,89.81981999999999,,149.12865,128.3534297589558,108.44028,245.27768709437368,119.93784225926524,359.41333626922204,309.49078103364764,76.02629535495483,12.539975090473973,266.9017542662946,63.65133297802003,52.983681311248226,178.82747999999998,157.79085473953006,117.36053971863436,42.01371652737285,1.16509,22.676260848819997,14.00601409109
2021-09-07,822.275152185892,22.6171931353828,49.394846945345,109.15,,175.4645,153.263450104965,131.28,289.897371729423,142.405559404417,425.356658038732,370.633795271069,90.3948820269933,14.9388166781895,313.45802692756,75.3560097286397,63.0619432660853,214.24,184.679897403307,136.785517128321,49.0014438963525,19.459524,12.088456,0.844,694.0002284448929,19.088911006263082,41.68925082187118,92.1226,,148.09203799999997,129.35435188859046,110.80032,244.67338173963302,120.19029213732794,359.0010193846898,312.8149232087822,76.29328043078235,12.608361276391937,264.5585747268606,63.60047221097191,53.22428011657599,180.81856,155.8698334083911,115.44697645630292,41.35721864852151,1.16354,22.64193455496,14.065402094240001
2021-09-06,,,,,,,,,,,,,,,,,,,,,,19.570313000000002,12.096838,0.8421,,,,,,,,,,,,,,,,,,,,,,1.16501,22.799610348130006,14.092937238380001
2021-09-03,818.778118832722,22.7978352657113,49.2659507930179,109.92,,173.9025,150.925715432995,130.44,290.824487049765,142.656005712018,426.882989908715,371.528042339987,90.4556196133044,14.9477513771597,319.56202057907,75.9461471542254,63.9533213004398,218.17,184.743772065188,139.051555592364,49.9344694133299,19.377326,12.016371999999999,0.8409,688.510520126436,19.170699674936632,41.427738021848754,92.43172799999999,,146.23461225,126.91343410760548,109.686996,244.5543111601474,119.95943520323593,358.96590621423843,312.41793080369507,76.06413053282768,12.569564133053591,268.71970310494,63.86311514198814,53.77834788153982,183.459153,155.3510379296166,116.92845309761888,41.98989532966911,1.16591,22.59221815666,14.010008278519999
2021-09-02,821.807608845359,22.3517190653973,49.4685018895319,109.2,,173.156,150.289929852753,128.61,290.834144501018,143.523623277638,426.986629727048,374.409505117611,90.958873899882,14.9566860761299,321.402195135775,76.754181475412,64.8752259798066,220.83,184.59777283803,138.927631613862,49.9696779234045,19.434507,12.199098,0.8417,691.7154643651387,18.81344193734491,41.637638040419,91.91364,,145.7454052,126.49903395706221,108.25103700000001,244.79509942650685,120.8038337127879,359.39464624125634,315.1404804574932,76.56008416153067,12.589042670278538,270.5242276457818,64.60399454785428,54.605477707203214,185.872611,155.37594539776987,116.93538752938764,42.059477908129566,1.16437,22.62895691559,14.204263738259998
2021-09-01,803.573418564574,22.3966300922745,49.4132606813917,109.99,,173.95,149.174859758173,126.86,291.490851186261,142.861729464691,425.676999295395,373.650750028832,90.507680401571,14.9656207751001,320.154467021716,76.3547038334771,63.2878404391751,218.12,182.307409961988,138.826529398164,49.8992609032553,19.338014,11.971108999999998,0.8443,678.4570372940699,18.90947478690736,41.719615993299016,92.864557,,146.865985,125.94833409382547,107.107898,246.1057256565602,120.61815818703862,359.399090505102,315.4733282493429,76.4156345630464,12.635473620417015,270.30641650643486,64.46627644660472,53.43392368279554,184.15871600000003,153.92214623090646,117.21123877086988,42.12994598061846,1.16252,22.480828035280002,13.916653634679998
2021-08-31,794.861845709337,22.3407408143828,49.7723285343029,110.72,,173.5395,148.509730228073,120.74,291.539138442528,143.067453217364,425.450876055398,373.515258048693,90.6118019781043,14.8852084843683,322.973075854914,76.9539202963795,64.3562730146001,219.5,182.781907450251,137.490221851554,49.5647800575464,19.505984,11.999608,0.8463,672.691580023812,18.906968951212168,42.122321638580544,93.702336,,146.86647885000002,125.6837846920182,102.18226200000001,246.72957286391144,121.07798565785517,360.05907640568336,316.1059628866089,76.68476801406968,12.597351940320893,273.3321140960137,65.12610274682596,54.464713852256075,185.76285000000001,154.68832827514743,116.35797475297015,41.946673362701524,1.16417,22.70828139328,13.96958364536
2021-08-30,801.111659751155,22.6390963239411,49.6618461180225,111.32,,171.0785,149.77152007194,123.42,293.190562606888,143.505734255666,426.082136767057,371.798297824215,90.3167908445933,14.8941431833385,322.661153734193,76.9902364456463,64.2219557765467,217.66,181.759912860145,137.147353467884,49.4503523998039,,,0.8473,678.7819093071537,19.182106315275295,42.07848221580047,94.321436,,144.95481305,126.90140895695475,104.573766,248.42036369681622,121.5924086348258,361.0193944827274,315.0246977464574,76.5254168826239,12.61980751924271,273.3907955589818,65.23382734039612,54.415263129468016,184.423318,154.00517416640085,116.2049525933381,41.899283588353846,1.16546,,
2021-08-27,794.747345299411,22.5872084092353,49.6158117779057,111.4,,167.4815,145.350364960098,123.57,289.453128971759,145.840251622952,424.216620037078,377.272794037342,91.4968353786374,15.0996412596533,322.607681370641,77.5349786846486,64.7714353867653,221.75,182.243535300106,136.215454784064,48.9838396413152,19.291554,12.185687,0.8472,673.3099509376609,19.135882964304145,42.03451573824171,94.37808,,141.8903268,123.14082919419502,104.688504,245.2246908648742,123.55586117496492,359.39632049541245,319.6255111084361,77.5161189327816,12.792416075178275,273.31322765720705,65.6876339416343,54.874360059667566,187.86659999999998,154.3967231062498,115.40173329305902,41.499108944122234,1.16572,22.488550328880002,14.205099049640001
2021-08-26,773.774686881218,22.0204327255259,48.9160898081301,107.27,,165.8,144.313545398471,120.9,288.844709542785,144.677465194802,420.457321172118,370.728568679121,90.0998708934823,14.9477513771597,322.277935128736,76.9539202963795,63.1168912271071,216.5,181.650413439776,135.942918376532,48.88701623861,19.255816,12.004637,0.8505,658.0953711924759,18.72837803305978,41.603134381814655,91.233135,,141.0129,122.7386703613996,102.82545,245.66242546613864,123.04818414817912,357.59895165688636,315.3046476615924,76.62994019490671,12.713062546274324,274.09738382699,65.44930921207076,53.68091598865459,184.13325,154.4936766305295,115.61945207924046,41.578407310937806,1.16504,22.43379587264,13.985882290480001
2021-08-25,770.845384727267,22.165120179994,49.5421568337188,108.3,,164.959,145.115613361239,123.24,291.664685308825,143.935070782983,422.954098613758,371.366810437958,90.3167908445933,15.1889882493554,319.720173738826,77.8345869160998,63.9227946554277,221.03,181.860287328816,136.444033706511,49.3535289970987,19.312997,12.006313,0.8493,654.6789852488679,18.824836568868903,42.07615379887738,91.97919,,140.0996787,123.2466904277003,104.667732,247.7108172327851,122.24405561598746,359.2149159526647,315.40183210495775,76.7060504643131,12.900007720177543,271.538343556385,66.10491466784356,54.28962950085475,187.72077900000002,154.45394202836346,115.8819178269398,41.91595217723593,1.16842,22.56569195474,14.02841623546
2021-08-24,768.688960340319,21.7460254842934,49.5421568337188,107.65,,165.289,146.348059255248,124.02,292.253789835292,141.028104712608,422.068449257101,367.267680268523,89.4491110401491,15.0370983668618,319.942975253626,77.5622157965987,63.0497326080804,221.43,181.513539164315,137.050647000695,49.3007162319867,19.21293,12.024754,0.8503,653.6162229773732,18.490645469294677,42.125695955711095,91.534795,,140.54523669999998,124.43975478473736,105.45420599999999,248.5033974969488,119.91619743713059,358.88480240331296,312.2877085323251,76.05857911743878,12.786044741342588,272.04751185815815,65.95115209184786,53.61118763665076,188.281929,154.34096235141703,116.53416514469095,41.92039901205828,1.16733,22.4278295769,14.03685608682
2021-08-23,774.423522537468,21.9106698290329,49.0081584883637,108.77,,163.2935,146.43609110482,124.18,294.214252439765,140.160487146989,421.399501338775,360.876273359601,88.6421688220161,14.9477513771597,318.472485255942,77.1355010427136,61.6455069375218,219.4,180.683168559854,138.773780416061,49.6792077152889,19.341587999999998,11.920817,0.8511,659.111860031639,18.648171091489903,41.71084368944634,92.574147,,138.97909785,124.6317571393123,105.689598,250.405750251484,119.29059061080233,358.65311558943137,307.1417962563564,75.4433498844179,12.72203119710062,271.0519322013322,65.65002493745354,52.4664909545248,186.73134,153.77944476129176,118.1103645121095,42.28197368648238,1.16786,22.588266961679995,13.921845341619997
2021-08-20,752.057775798503,20.7711313945327,47.8849205895134,104.65,,159.9975,144.949330978714,119.96,293.934186353412,138.389473971807,417.724998688814,355.860232494371,87.3406491153498,14.8494696884874,318.312068165286,76.3093086468936,61.0838166692984,212.67,180.035296989339,139.21335526692,49.855250265662,19.3809,11.671035,0.8543,642.4829578646611,17.744777550349284,40.908087659621295,89.402495,,136.68586424999998,123.83021345511536,102.481828,251.10797540171984,118.22612761411472,356.8624663798538,304.01139661994114,74.61511653924333,12.685901954874785,271.9339998336038,65.1910423770412,52.18390458058162,181.683981,153.8041542179923,118.92996940452974,42.59134030195504,1.16356,22.550840003999998,13.579949484599998
2021-08-19,745.693461346759,19.7553256797155,48.280815914518,103.7,,159.3875,143.491914802466,118.15,286.604180851958,137.995915488433,414.427368105517,353.792688768559,86.5337068972168,14.8137308926066,315.513681139391,75.6737760347243,60.6991809421454,212.16,178.383680732113,139.705679099881,50.0488970710724,19.084272000000002,11.605656,0.8558,638.1644642205564,16.906607716700524,41.3187222596445,88.74646,,136.4038225,122.80038068795041,101.11277000000001,245.27585797310567,118.09690447500097,354.66694162470145,302.7757830481328,74.05554636263814,12.677590897892728,270.01660831909084,64.76161753051706,51.94635905028803,181.566528,152.6607539705423,119.56012017367816,42.831846113423765,1.16664,22.26447508608,13.539622515839998
2021-08-18,737.048680397313,18.9989595384273,48.0506442139339,103.44,,160.061,143.159350037416,116.93,280.771080294807,139.158701916583,413.78668559219,358.494103414644,87.8612569980163,14.9924248720108,317.804080711541,77.1356352903438,61.9141414136287,219.0,179.57904940447,137.393515384365,49.7320204804008,19.270111,12.081750999999999,0.8538,629.2921633232259,16.22131165390923,41.02564002985677,88.317072,,136.6600818,122.22945306194579,99.834834,239.72234835570623,118.81369969637856,353.2910721586118,306.08226549542303,75.01594122490631,12.80053235572282,271.34112411151375,65.85840541089554,52.862293938956185,186.9822,153.3245923815365,117.30658343517084,42.461199086166204,1.17423,22.627542439530004,14.18675447673
2021-08-17,740.970319437293,19.4160585451008,48.5109876151021,107.56,,162.098,146.905594302538,119.84,282.49644070446,140.437766987548,418.365681202141,364.040514192147,89.2582214831714,15.0728371627426,322.260111007552,78.1553272402513,62.0423533226797,222.22,181.878537232211,138.817737901147,50.4185864268559,19.316571,12.133719000000001,0.8536,632.4922646716733,16.573547574098043,41.40897902825115,91.81321600000001,,138.3668528,125.39861529664644,102.29542400000001,241.13896178532704,119.87767790057097,357.11694547414754,310.74498291441665,76.1908178580351,12.866173802117084,275.0812307560464,66.71338733227851,52.95935279623939,189.686992,155.2515193814153,118.4948210724191,43.0373053739642,1.17274,22.653315474539998,14.22969762006
2021-08-16,751.265814629846,19.9069980457786,49.2291233209244,107.48,,164.9495,147.815256748116,120.38,283.961551219919,142.155113096815,421.126269090444,367.078904537036,89.995749316949,15.2515311421468,321.056982827629,78.6335898362256,63.0985752400998,229.06,182.918781725712,138.949610356405,50.594628977229,19.155748000000003,11.94764,0.8489,637.7495500392762,16.899050641061454,41.79060278713273,91.239772,,140.02563055,125.48037145347568,102.19058199999999,241.05496083058924,120.67547550788625,357.4940898308779,311.6132820614899,76.39739159515801,12.947024786568418,272.54527272237425,66.75205441197191,53.564380521320714,194.449034,155.2797538069569,117.9543242315522,42.949780538769694,1.17488,22.505705210240002,14.0370432832
2021-08-13,752.802028463025,20.144485040009,49.2475370569712,110.55,,164.6985,145.839430791054,121.75,282.274746350147,143.094286750321,420.136979915455,369.263309429958,90.1866388739267,15.2962046369979,319.03394507324,78.7328518844466,64.0571118934811,234.46,181.011666820959,137.604511312777,50.3745757892627,19.198634,12.234302,0.848,638.3761201366451,17.08252331392763,41.76191142431157,93.7464,,139.66432799999998,123.6718373108138,103.244,239.36898490492464,121.3439551642722,356.2761589683058,313.1352863966044,76.47826976508983,12.971181532174219,270.5407854221075,66.76545839801072,54.320430885671975,198.82208,153.49789346417322,116.68862559323489,42.71764026929477,1.17558,22.56953015772,14.38240074516
2021-08-12,745.273626510362,19.8620950426678,49.293571397088,106.5,,165.175,145.634023142052,122.23,279.344525319228,144.713243238745,419.373813980463,373.056802700796,90.8200451311709,15.2425964431766,320.611379798028,79.391590931732,65.0339645338697,238.18,181.74166295675,136.329744245287,50.0312928160351,19.091419000000002,12.321475,0.852,634.9731297868284,16.922504976352965,41.99812283031898,90.738,,140.72910000000002,124.08018771702831,104.13996,238.00153557198226,123.29568323941075,357.30648951135447,317.8443959010782,77.37867845175761,12.986692169586464,273.16089558791987,67.64163547383566,55.40893778285699,202.92936,154.843896839151,116.15294209698452,42.626661479261905,1.1766,22.462963595400005,14.497447485
2021-08-11,753.050112684533,19.6565390728718,49.8459834784898,107.68,,164.6055,142.67028420646,119.01,276.587804217772,144.149739046642,418.12071435881,372.058988120078,90.13457808566,15.2515311421468,323.775161308196,79.9691155759273,64.7409087417531,239.49,183.128655614752,136.303369754236,49.9344694133299,19.123584,12.351984999999999,0.8516,641.2974759621484,16.73950867445763,42.448839530281916,91.70028800000001,,140.1780438,121.49801403022134,101.348916,235.54217407185462,122.75791777212032,356.0716003479626,316.84543428305847,76.75860669774805,12.988203920652214,275.72692737005974,68.10169882445969,55.13335788447694,203.94968400000002,155.9523631215228,116.07594968270739,42.52419415239174,1.18107,22.586291354880004,14.58855892395
2021-08-10,753.116904590323,19.8930282225886,49.6618461180225,106.48,,166.034,142.415969974363,125.47,276.096221084296,142.450281959346,417.084316175488,366.73731035625,88.5380472454828,15.1264453565639,322.830482885442,79.0938047870687,64.7653300577628,235.78,181.604788681289,135.767088436188,49.9960843059605,18.927023,12.242617000000001,0.853,642.4087196155455,16.968753073868076,42.36155473867319,90.82744,,141.62700199999998,121.48082238813164,107.02591,235.5100765849045,121.51009051132213,355.7729216976913,312.82692573388124,75.52295430039683,12.902857889149006,275.374401901282,67.46701548336961,55.24482653927166,201.12034,154.90888474513952,115.80932643606836,42.646659912984305,1.18055,22.34429700265,14.453021499350001
2021-08-09,752.534860839864,20.2512544029613,49.7631216662795,107.58,,167.0935,142.895254488699,123.43,277.91797034365,140.723991339092,416.566117083827,359.464950033721,87.4100634997054,15.0639024637724,321.761035614399,78.5794469008322,63.3183670841873,232.27,179.980547279155,135.696756460051,49.8640523931807,18.994926,12.184619,0.8518,641.0091944633962,17.250018500442437,42.38822703533688,91.636644,,142.3302433,121.71817777347381,105.137674,236.73052713872104,119.86869582263857,354.83101853200384,306.19224443872355,74.45589208904906,12.831432118641331,274.0760501363451,66.93397287012887,53.93458508231074,197.847586,153.30743017238422,115.58649715267144,42.47419982851132,1.17954,22.40527501404,14.37224549526
2021-08-06,747.382342393174,20.3221013634249,49.6434323819758,110.11,,167.247,142.944161071795,118.82,279.007164345274,140.87604802585,416.905301943823,357.676075244866,86.5337068972168,15.0907065606831,322.661153734193,79.0306380291099,63.812898733384,231.33,181.659538391473,135.679173466017,49.855250265662,18.937744,12.287358,0.8498,635.1255145657193,17.26972173863848,42.186988838203035,93.571478,,142.1265006,121.4739480788114,100.973236,237.10028826061387,119.71646561236733,354.2861255918608,303.9531287430871,73.53634412125484,12.8240824352685,274.1974484433172,67.16023619713759,54.22820134362973,196.584234,154.37427572507377,115.30016161142125,42.36699167575957,1.17876,22.32305511744,14.483846116079999
2021-08-05,758.326673241976,20.5925172266032,49.6158117779057,112.35,,168.7995,143.627824044945,121.46,279.064997655095,136.985185747041,416.217510422164,345.459588621484,84.8851152687728,14.9566860761299,321.529322039006,78.3989704495212,62.8970993830197,229.94,179.478674935799,135.661590471982,49.7320204804008,18.987778000000002,12.28073,0.8448,640.6343735548213,17.39655855303438,41.91543778997473,94.91328,,142.6018176,121.33678575316952,102.60940799999999,235.75411001902427,115.72508491910023,351.62055280464415,291.84426046742965,71.71094537905925,12.63540839711454,271.62797125855224,66.23145023575552,53.13546955877504,194.253312,151.623584585763,114.6069116307304,42.0136109018426,1.17664,22.34177910592,14.449998147199999
2021-08-04,759.023217402362,20.2302996681762,49.3070708426664,118.77,,167.736,143.520391292021,120.0,276.163693279087,135.276784148759,413.598249558859,339.670466189211,83.5488883699288,14.831600290547,322.29575924992,77.4424452575726,62.829940763993,226.63,178.730428896614,135.433011549536,49.3799353796546,19.148601,12.119992,0.8445,640.9951070962948,17.084488069774803,41.639821326631775,100.301265,,141.653052,121.20297044611173,101.34,233.220238974189,114.24124421362697,349.2837217524564,286.8517086967887,70.55703622840488,12.525286445366941,272.1787686865575,65.40014502002006,53.05988497519209,191.389035,150.93784720319053,114.37317825358315,41.70135542811831,1.1727,22.4555643927,14.2131146184
